Jahr;GKZ;Geschlecht;Vorname;Anzahl
2011;20409;1;Jakob;1
2008;20808;1;Dominik;1
2014;20923;1;Lorenz;2
2009;20201;1;Thomas;3
2009;20817;1;Marcel;1
2013;20923;2;Eliza;1
2011;20817;1;Pascal;1
2008;20634;2;Katrin;1
2013;20631;2;Sophie;1
2008;20101;2;Magdalena;2
2011;21005;1;Quentin;1
2008;20712;2;Simone;1
2010;20101;1;Gregor;1
2010;20610;2;Marlena;1
2011;20316;2;Emilia;1
2013;20616;1;Mario;1
2014;20627;1;Eliah;1
2008;20634;1;Leon;2
2008;20801;2;Amelie;1
2013;20634;2;Marleen;1
2009;20527;1;Mike;1
2013;20101;1;Nicolas;1
2013;20604;2;Mia;1
2013;20425;2;Cosima;1
2010;20527;2;Lena;1
2008;20914;2;Corinna;1
2011;20101;2;Nora;1
2013;20803;2;Isabell;1
2011;20720;2;Yasmin;1
2013;20432;1;Leon;1
2009;20520;1;Sven;1
2012;20415;2;Milena;1
2011;20201;2;Anne;1
2008;20421;1;Benjamin;1
2010;20909;2;Christina;1
2014;20727;1;Andreas;1
2011;20502;2;Katharina;1
2013;20201;1;Markus;1
2009;20414;1;Luca;1
2011;20414;1;Paul;1
2012;20415;1;Jona;1
2013;20201;1;Lion;1
2009;20502;2;Selina;1
2010;21007;1;Robin;2
2010;20412;2;Valentina;1
2010;21004;2;Joceline;1
2014;20725;1;Raphael;2
2012;20101;1;Kosta;1
2008;20511;2;Leonie;1
2010;20601;2;Soey;1
2011;20520;1;Fabio;1
2013;20804;2;Alina;2
2008;20644;1;Theo;1
2010;21002;2;Lois;1
2013;20603;2;Victoria;1
2013;20101;1;Joel;2
2013;20201;2;Kimberly;1
2012;20636;1;Elias;1
2011;20201;1;Niklas;3
2008;20505;1;Jakob;1
2007;20639;2;;4
2012;20725;2;Mia;1
2008;20508;2;Lara;1
2012;20923;2;Elisa;1
2011;20527;1;Oliver;1
2010;20101;1;Wacho;1
2014;20534;2;Laura;1
2009;20923;1;Henrik;2
2013;20923;2;Philipa;1
2012;20630;1;Jerome;1
2013;20725;2;Helena;1
2014;20402;2;Cleo;1
2011;20913;2;Ramona;1
2009;20501;2;Franziska;1
2004;20608;2;;20
2014;20702;2;Emma;2
2012;20608;1;Moritz;1
2014;20901;2;Isabel;1
2011;20725;1;Marko;1
2013;20636;2;Anna;1
2010;20817;2;Evelina;1
2014;20923;2;Johanna;3
2008;20627;1;Roman;1
2014;20802;2;Lena;1
2011;20201;2;Charlotte;1
2014;20727;2;Vivienne;1
2012;20534;2;Julia;1
2012;20502;1;Diego;1
2013;20710;1;Emilian;1
2011;20901;1;Felix;1
2013;20913;1;Lion;1
2014;20720;1;Justin;1
2010;20619;1;Matheo;1
2010;20923;1;Moritz;3
2008;20523;1;;2
2010;20305;2;Lea;1
2014;20627;2;Magdalena;2
2008;20619;2;Lena;1
2012;20804;1;Stefan;1
2013;20518;2;Theresa;1
2010;20815;2;Clara;1
2013;20616;1;Hannes;1
2012;20817;2;Magdalena;1
2010;21002;1;Jakob;1
2011;20505;1;Jakob;1
2008;20635;1;Martin;1
2014;20101;1;Leo;5
2010;20306;1;Rene;1
2010;20631;1;Angelo;1
2008;21002;1;Sebastian;1
2008;20101;1;Philopatir;1
2012;20405;2;Dunja;1
2010;20923;2;Cheyenne;1
2012;20644;2;Cataleya;1
2014;20813;2;Elena;1
2014;20418;2;Valentina;1
2013;20644;2;Sophia;2
2013;21002;1;H?seyin;1
2010;20101;2;Michaela;1
2012;20302;1;Raphael;1
2013;20414;2;Johanna;1
2011;20201;2;Jovana;1
2014;20402;2;Mona;1
2011;20101;1;Theodor;1
2014;20727;2;Malin;2
2011;20918;2;Lya;1
2012;20913;2;Maja;1
2012;20620;1;Luca;3
2014;20636;2;Verena;1
2008;20627;1;;1
2014;20101;2;Praise;1
2014;20726;2;Lenya;1
2014;20635;1;Alessandro;1
2008;20631;2;Lena;1
2012;20631;2;Kathrin;1
2010;20101;2;Milla;1
2008;20630;1;Joshua;1
2013;20405;1;Philipp;1
2013;20642;1;Emmanuel;1
2010;20611;1;Jonas;1
2011;20306;2;Fabienne;1
2013;21002;2;Mia;2
2008;20722;2;Michelle;1
2011;20504;1;Maximilian;1
2013;20201;1;Noah;4
2012;20634;2;Carolina;1
2013;20923;1;Ferdinand;1
2008;20101;2;Ela;1
2010;20201;2;Valerie;1
2009;20711;1;Dejan;1
2009;20618;2;Magdalena;1
2008;20815;2;Sonja;1
2008;20813;1;Julian;1
2008;20801;1;Niels;1
2011;20201;2;Victoria;1
2008;20710;2;Chantal;1
2011;20316;1;Markus;1
2008;20409;1;Daniel;1
2012;20923;1;Philipp;4
2011;21008;2;Emelie;1
2008;20616;1;Luca;1
2009;20720;1;Alexander;1
2003;20624;1;;5
2013;20923;1;Muhittin;1
2011;20624;1;Manuel;1
2008;20620;2;Ronja;1
2008;20504;2;Lea;1
2010;20101;1;Moritz;5
2011;20805;2;Jana;1
2010;20201;2;Anja;1
2011;20307;2;Sophie;1
2012;20923;2;Violet;1
2008;20625;1;Felix;1
2009;20640;1;Julian;2
2013;20817;2;Merjem;1
2014;20726;1;Noah;1
2008;20428;2;Amelie;1
2010;20101;2;Allegra;1
2014;20509;1;Thomas;1
2012;20201;2;Sofia;1
2009;20414;1;Leonard;1
2010;20616;2;Anna-lena;1
2008;20201;1;Yunus;1
2014;20201;1;Noa;1
2009;20609;1;;1
2013;20912;1;Tobias;1
2010;20425;1;Marco;1
2009;20720;2;Marie;4
2010;20711;2;Alexandra;1
2011;20923;1;Lukas;2
2010;21002;1;Sebastian;3
2010;20527;2;Sophie;1
2010;20817;2;Aleeya;1
2009;20101;1;Aidin;1
2013;20504;1;Josef;1
2012;20813;2;Anna;1
2014;20201;2;Amina;3
2012;20201;1;Lennard;1
2014;20810;2;Luzia;1
2010;20405;2;Emelie;1
2013;21003;2;Sophie;1
2013;20726;2;Lea;1
2010;20512;2;Sarah;2
2012;20201;2;Kiara;1
2014;20905;2;Lejla;1
2011;20808;2;Janina-jasmin;1
2014;20638;1;Leo;1
2011;20702;2;Emma;1
2014;20101;2;Amanda;1
2008;20639;2;Valentina;1
2013;20635;2;Salma;1
2012;20804;1;Michael;1
2010;20302;2;Liliane;1
2009;20201;1;Edi;1
2010;20201;1;Leonardo;1
2008;20425;1;Alexander;1
2010;20419;2;Alina;1
2009;20721;1;Marcel;1
2010;20817;1;Sebastian;3
2014;20804;1;Jaka;1
2006;20412;1;;11
2014;20701;1;Lorenz;1
2014;20633;1;Christoph;1
2011;20702;2;Ariane;1
2011;20501;1;Frederik;1
2009;21002;1;Andre;1
2009;20631;1;Matteo;1
2010;21009;1;Martin;1
2013;20201;1;Roland;1
2012;20505;1;Miralem;1
2011;20534;1;Raphael;1
2010;20442;1;Maximilian;1
2013;21001;1;Felix;1
2012;20923;2;Giknur;1
2009;20402;1;Marcel;4
2009;20711;1;Harald;1
2012;20711;2;Lia;1
2010;20513;2;Alisha;1
2014;20642;2;Rikea;1
2011;20725;2;Talitha;1
2010;20201;1;Lyon;1
2008;20643;1;Niklas;1
2011;20523;1;Lukas;1
2013;20201;1;Florian;5
2012;20101;2;Ronja;1
2009;20721;2;Neela;1
2008;20609;1;;2
2013;20805;1;Thomas;1
2009;20912;2;Valentina;1
2011;20101;2;Renee;1
2010;20101;1;Andrej;1
2009;20725;1;Leonard;1
2013;20803;1;Sebastian;2
2011;20923;2;Zeynep;1
2013;20405;1;Kai;2
2012;21005;1;Matthias;1
2011;20923;2;Jessica;1
2008;20923;1;Leon;2
2014;20813;1;Jan;1
2012;20101;1;Arnel;1
2013;20321;2;Sophia;1
2013;20635;2;Katelyn;1
2011;20634;1;Jonas;2
2011;20711;2;Sabrina;1
2013;20634;2;Liana;1
2009;20513;2;Hannah;1
2005;20804;1;;13
2010;20805;2;Hannah;1
2013;20636;2;Vivienne;1
2013;20923;1;Janik;1
2008;20817;2;Mia;1
2014;20708;1;Moritz;1
2013;20415;1;Simon;1
2012;21002;1;Luis-noel;1
2010;20713;1;Matija;1
2005;20807;2;;7
2011;20418;1;Tobias;1
2010;20720;1;Luca;1
2012;20527;1;Maximilian;2
2012;20505;1;Peter;1
2012;20813;1;Marcel;1
2008;20630;2;Johanna;1
2009;20101;1;Gino;1
2010;20201;2;Paula;2
2010;20727;2;Angelina;1
2012;20201;2;Lisa;1
2010;20711;1;Luca;1
2008;20527;2;Lara;1
2013;20101;1;Fabio;4
2014;20710;2;Theresa;1
2011;20622;2;Emma;1
2013;20803;1;Martin;1
2011;20428;2;Vanessa;1
2012;20201;2;Melanie;1
2011;20923;1;Elias;7
2011;20801;1;Stephan;1
2014;20201;2;Jana;2
2014;20405;2;Elisabeth;1
2013;20424;2;Lena;1
2014;20316;2;Johanna;2
2009;20710;2;Anna-maria;1
2011;20403;1;Sandro;1
2011;20602;2;Marie;2
2009;20101;1;Matei;1
2009;20635;2;Selina;1
2008;20644;2;Lisa;1
2011;20803;1;Jakob;2
2009;20527;2;Emely;1
2014;20725;1;Lenny;1
2012;20306;2;Johanna;2
2013;20635;1;Fabio;2
2012;20201;1;Giosue;1
2011;20101;2;Lisa;3
2011;20415;1;Moritz;1
2011;20201;2;Angeli;1
2008;20815;1;Noah;1
2013;20534;2;Nadia;1
2014;20633;2;Fabienne;1
2008;20909;1;Maximilian;1
2010;20425;2;Alissa;1
2012;20101;2;Livleen;1
2009;20101;1;Jona;1
2014;20101;2;Talia;1
2010;20101;2;Benita;1
2010;20923;2;Chiara;1
2013;20806;2;Lisa;1
2014;21002;1;Damien;1
2011;20201;1;Emanuel;1
2013;20501;2;Berenike;1
2011;20727;1;Christoph;1
2005;20801;1;;22
2013;20518;1;Christian;1
2014;20638;2;Sophie;1
2005;20640;1;;2
2013;20101;1;Matteo;3
2011;20635;2;Antonia;1
2012;20805;1;Milos;1
2011;20708;2;Stefanie;1
2013;20405;1;Fabian;1
2011;20414;2;Julia;1
2013;20412;1;Marvin;1
2013;20636;1;Mourice-finn;1
2012;20817;2;Amelie;1
2009;20611;1;David;1
2008;20923;2;Anna;6
2012;20918;1;Philip;1
2008;20642;1;Maximilian;1
2013;20627;2;Emely;1
2008;20912;1;Tobias;1
2009;20720;1;Oliver;1
2009;20101;1;Leon;10
2008;20505;1;Julian;1
2008;20720;2;Lea;1
2010;20630;1;Benedikt;1
2012;20425;1;Pascal;1
2009;20813;2;Leonie;1
2009;20642;2;Antonia;1
2014;20724;2;Lenja;1
2011;20813;2;Stefanie;1
2009;20201;2;Anna;4
2012;20321;2;Laura;1
2010;20724;2;Leonie;1
2008;20725;2;Theresa;1
2011;20306;1;Maximilian;1
2013;20405;2;Josipa;1
2011;20722;2;Lea;1
2010;20725;2;Summer;1
2010;20101;1;Ardi;1
2008;20405;1;Tim;1
2009;20634;2;Fenya;1
2013;20813;1;Leonardo;1
2009;21002;2;Katja;1
2009;20501;1;Nico;1
2008;20505;1;Paul;1
2009;20720;2;Valentina;2
2013;20726;2;Katharina;1
2012;20701;2;Romina;1
2009;20512;2;Jana;1
2013;20201;2;Aischa;1
2008;20627;2;Anna-maria;1
2009;20604;1;Jeremias;1
2014;20101;1;Bastian;2
2011;20807;2;Valentina;1
2014;20527;2;Nele;1
2013;20515;1;Phillip;1
2009;20421;2;Angelina;1
2011;21008;2;Leonie;1
2013;20905;2;Jasmin;1
2010;20644;2;Leni;1
2011;20442;2;Larissa;1
2008;20817;1;Bastian;1
2014;20201;2;Lea;5
2008;20201;1;Tristan;1
2008;20501;2;Valentina;1
2010;20101;1;Alen;2
2014;20635;1;Toby;1
2013;20702;2;Noemi;1
2012;20101;1;Kristian;1
2010;20501;2;Jannika;1
2012;20527;2;Lara;1
2008;20609;1;Sebastian;1
2011;21010;1;Luca;1
2011;20923;1;Dennis;1
2011;20722;2;Sophie;1
2004;20417;1;;10
2010;20101;1;Lansana;1
2013;20316;2;Leonie;2
2011;20923;1;Loki;1
2009;20913;2;Raphaela;1
2009;20417;1;Marcel;1
2008;20923;2;Sofia;1
2014;20101;2;Emily;7
2008;20101;2;Kiana;2
2014;20530;2;Klara;1
2011;20201;2;Luisa;1
2012;20101;2;Mona;2
2013;20817;2;Sarah;1
2012;20635;2;Olivia;1
2012;20101;2;Jasmin;3
2008;20101;2;Enya;1
2003;20722;1;;24
2009;20307;2;Elena;1
2009;20627;1;Germain;1
2014;20803;2;Leonie;1
2013;20914;2;Helena;1
2013;20415;1;Luca;1
2010;20101;1;Jonas;6
2008;20519;1;Dominik;1
2011;20803;2;Nina;2
2009;20505;2;Aurelia;1
2014;20711;2;Hanna;1
2010;20403;1;Janik;1
2014;20720;2;Emilia;1
2011;20635;1;Matthias;1
2008;20901;2;Rebecca;1
2013;20101;1;Friedrich;1
2010;20722;1;Darius;1
2011;20912;2;Jennifer;1
2008;20708;1;David;1
2013;20923;2;Laura;6
2008;20808;1;Jonas;1
2008;20607;1;Fabian;1
2013;20801;2;Yvonne;1
2009;20619;2;Alexa;1
2010;21002;1;Nico;2
2009;20201;1;Marcel;4
2009;20630;1;Roman;1
2008;21003;2;Claire;1
2013;20425;2;Elisa;1
2010;20101;2;Caroline;1
2014;20442;1;Paul;1
2008;20502;2;Larissa;1
2009;20611;2;;1
2008;20923;1;Mahir;1
2008;20726;1;Emanuel;1
2011;20608;2;Laura;1
2008;21002;1;Nevio;1
2014;20101;2;Emilia;6
2012;20616;1;Martin;1
2013;20725;1;Philipp;1
2012;21003;2;Nicole;1
2008;20923;2;Theresa;1
2012;20101;1;Julian;9
2012;20501;1;Anel;1
2009;20918;2;Valentina;1
2014;20305;1;Richard;1
2010;20722;2;Lena;1
2012;20307;1;Raphael;1
2013;20637;2;Lilly;1
2008;20635;1;Sebastian;2
2011;20637;1;Michael;1
2008;20905;1;Gabriel;1
2011;20721;1;Noah;1
2008;20604;1;Kilian;1
2011;20914;2;Magdalena;1
2013;20201;2;Alyssa;1
2009;20101;1;Andreas;1
2012;20101;1;Mika;1
2008;20918;1;Kai;1
2011;20635;1;Wolfgang;1
2008;20101;1;Mario;2
2011;21005;1;Roman;1
2012;20637;2;Martina;1
2013;20201;1;Eldin;1
2008;20923;2;Emely;1
2008;20418;2;Chiara;1
2013;20630;1;Paul;1
2008;20603;2;Hannah;1
2008;20605;1;Julian;1
2013;20605;2;Elena-sophie;1
2014;20534;2;Leni;1
2010;20527;2;Celina;1
2011;20523;2;Lena;3
2012;20801;1;Tobias;1
2012;20923;1;Gabriel;3
2010;20101;2;Alexa;2
2009;20801;2;Laura;1
2014;20801;2;Aylin;1
2011;20201;2;Louisa;1
2009;20803;2;Hannah;1
2010;20913;1;Armin;1
2014;20419;2;Greta;1
2013;20101;2;Leah;1
2011;20101;2;Nina;1
2008;20316;2;Laura;1
2008;21002;2;Leona;1
2010;20101;2;Maria;1
2009;20616;1;Luca;1
2009;20801;2;Emily;1
2012;20702;2;Yaren;1
2011;20719;1;Matteo;1
2010;20527;2;Bianna;1
2014;20803;1;Niklas;1
2013;20923;2;Elena;1
2008;20508;2;Mia;1
2008;20101;2;Kathrin;1
2011;20307;1;Cornelius;1
2013;20719;2;Miriam;1
2014;20306;2;Ilvy;1
2012;20725;1;Florian;1
2008;20702;1;Dominik;1
2009;20201;2;Hanna;1
2010;20432;2;Sarah;1
2010;20635;1;Hatem;1
2008;20421;2;Verena;1
2013;20913;1;Sascha;1
2011;20201;2;Mira;1
2011;20101;1;Felix;5
2012;21003;1;Jack;1
2011;20201;1;Jason;1
2009;20415;1;Tobias;1
2010;20201;1;Fynn;2
2007;20727;2;;27
2008;20923;1;Ilja;1
2010;20101;2;Aylin;2
2010;20622;1;Alexander;1
2011;20201;2;Marcha;1
2011;20405;1;Nico;1
2011;20609;1;Sandro;1
2012;20501;2;Jana;1
2012;20527;2;Lea;1
2009;20502;1;Sandro;1
2008;20918;2;Larissa;1
2011;20412;2;Julia;1
2010;20101;2;Mona;1
2014;20613;1;Andreas;1
2014;20405;2;Laura;1
2012;20724;1;Sebastian;1
2013;20923;2;Mika;1
2014;20527;1;Tom;1
2014;20609;2;Jaqueline;1
2010;20409;2;Sarina;1
2009;21001;1;Arnold-rafael;1
2011;20305;1;Benjamin;1
2010;20913;2;Sarah;3
2008;20421;2;Anna;1
2014;20531;1;Noah;1
2013;20616;1;Samuel;1
2011;20402;1;Kilian;1
2008;20635;1;Johannes;1
2012;20636;1;Jonas;1
2012;20720;1;Lyon;1
2004;21005;1;;7
2012;20909;2;Emma;1
2012;20912;2;Laura;1
2010;21007;1;Lukas;1
2013;20403;1;Dimitar;1
2003;21005;1;;8
2012;20620;1;Jan;1
2013;20504;2;Johanna;1
2005;20637;2;;10
2012;20635;1;Kilian;1
2012;21008;1;Luca;1
2009;20442;2;Alruna;1
2011;20101;1;Lorenz;2
2013;20622;1;Simon;1
2011;20316;2;Tamina;1
2009;20703;2;Natalie;1
2014;20503;2;Antonia;1
2008;20518;1;Holger;1
2011;20611;2;Emily;1
2008;21010;1;Oliver;1
2010;20923;1;Islam;1
2008;20725;1;Samuel;1
2008;20620;1;Nico;1
2011;20804;1;Maximilian;1
2009;20720;2;Alisa;1
2012;20923;2;Marijana;1
2008;20803;1;Maximilian;1
2013;20913;1;Gregor;1
2014;21007;1;Jonas;1
2013;20602;2;Johanna;1
2012;20625;2;Chanella;1
2009;20705;2;Shayenne;1
2013;20914;1;Matteo;1
2013;20719;2;Lea;1
2009;20722;1;Daniel;1
2011;20722;2;Stella;1
2010;20633;2;Loreen;1
2013;20415;2;Gloria;1
2009;20527;1;Lorik;1
2014;20808;2;Emanuela-elvira;1
2008;20505;2;Silvana;1
2013;21009;2;Chetia;1
2012;20803;2;Amelie;1
2005;20909;2;;11
2008;20501;1;Pascal;2
2010;20402;2;Julia;1
2012;20805;2;Anna;2
2008;20534;2;;1
2009;21008;2;Nicole;1
2009;20201;1;Jason;2
2011;20505;1;Fabian;1
2008;20725;2;Jana;2
2011;20101;1;Giulio;1
2012;20402;2;Maya;1
2010;20635;1;Florian;1
2012;20719;1;Noah;1
2010;20101;2;Lisa;6
2013;20201;1;Leonardo;1
2011;20518;1;Samuel;1
2006;20531;2;;8
2013;20101;2;Mikaela;1
2008;20305;2;Elena;1
2010;20644;1;Maurizio;1
2013;20923;2;Lara;1
2011;20630;1;Moritz;1
2011;20201;2;Isabella;4
2008;20201;1;Theodor;1
2012;21002;2;Zoe;1
2010;20405;2;Leonie;1
2010;20723;2;Lilly;1
2013;20530;1;Paul;1
2011;21002;2;Nora;1
2014;20201;1;Anto;1
2011;21005;1;Maximillian;1
2013;20201;1;Lorenzo;1
2008;20923;1;Konstantin;1
2008;21002;2;Viktoria;1
2012;20321;2;Selina;1
2011;20201;2;Viktoria;2
2013;20201;2;Hana;1
2011;20724;1;Adrian;1
2011;20725;1;Noel;1
2014;21003;1;Fabian;1
2008;20727;1;Felix;1
2014;20633;1;Louis;1
2011;20635;1;Jakob;2
2013;20419;1;Patrick;1
2010;21007;1;Jonas;1
2008;20631;2;Larissa;1
2013;20417;2;Melody;1
2008;21002;2;Gloria;1
2007;20307;1;;7
2014;20923;1;Leano;1
2014;20636;2;Chiara;1
2012;20101;2;Humeyra;1
2008;20442;1;Louis;1
2012;20201;2;Erica;1
2014;20918;2;Christina;1
2013;20923;2;Amelie;1
2014;20101;2;Chizirimife;1
2012;20711;2;Alice;1
2013;20417;2;Ziva;1
2013;20201;2;Chiara;3
2013;20101;1;Marvin;1
2008;20504;2;Lisa-marie;1
2012;20805;2;Mia-luisa;1
2012;21003;2;Lara;1
2010;20905;2;Hanna;2
2010;20101;2;Isabell;1
2014;20607;1;Kilian;1
2013;20509;2;Marie;1
2011;20402;2;Laura;1
2009;20918;1;Fabian;1
2011;20635;2;Lina;2
2012;20702;1;Tobias;1
2007;20802;2;;5
2014;20201;1;Liam;3
2010;20918;2;Magdalena;1
2005;20504;2;;7
2013;20711;2;Mia;3
2009;20101;1;Ismet;1
2012;20805;1;Justin;1
2009;20101;1;Peter;3
2008;20530;1;Georg;1
2010;20201;1;Elario;1
2010;20515;1;Raphael;1
2008;20607;1;Jonathan;1
2008;20644;1;Maximilian;1
2012;20918;2;Hannah;2
2008;21002;2;Anna;4
2003;21003;2;;12
2008;20435;1;Rudolf;1
2014;20201;2;Elena;3
2008;20101;2;Lara;3
2013;20417;1;Armin;1
2008;20101;2;Thu;1
2014;20523;1;Alexander;1
2014;20923;1;Florian;5
2010;21010;1;Samuel;1
2010;20201;2;Sophie;7
2009;20817;1;Felix;1
2013;20530;1;Simon;1
2008;20727;1;Kilian;1
2003;20609;1;;10
2007;20705;2;;9
2011;20638;1;Jonas;1
2010;20923;2;Amelie;1
2012;20723;2;Carolina;1
2008;20801;1;Samuel;1
2014;20616;2;Johanna;1
2011;20101;1;Marcel;8
2014;20405;1;Bela;1
2013;20505;1;Mathias;1
2013;20725;2;Isabella;1
2008;20909;1;Tobias;2
2009;20808;1;Noah;1
2014;20817;2;Sophia;2
2014;20803;2;Hemma;1
2009;20201;1;Denis;1
2008;20634;1;Marcel;2
2009;20642;2;Vanessa;1
2003;20720;2;;31
2013;20424;1;Lucas;1
2013;20618;2;Linda;1
2013;20722;1;Leon;1
2005;20909;1;;12
2008;20639;2;Vanessa;1
2008;20603;2;Anna;1
2011;20527;2;Lisa;1
2009;20305;1;Wolfgang;1
2014;20909;1;Jan;1
2004;20418;2;;20
2008;20306;1;Jannis;1
2003;20710;2;;9
2009;20442;2;Elena;1
2010;20201;1;Muhammad;2
2011;20602;1;Lukas;1
2011;20201;1;Sebastian;2
2011;20635;1;Niklas;1
2003;20631;2;;3
2013;20701;2;Sonja;1
2009;20713;1;Tristan;1
2014;20402;2;Alissa;1
2013;20305;2;Olivia;1
2011;20608;1;Arnold;1
2014;20635;1;Maximilian;2
2013;20534;2;Jennifer;1
2013;20101;1;Jason;1
2008;20602;1;Emanuel;1
2008;20201;2;Kristin;1
2014;21009;1;Lias;1
2009;20913;2;Marie;1
2010;20531;1;Maximilian;1
2009;20913;2;Marie-laurentien;1
2011;20201;1;Rene;1
2014;20911;2;Marlene;1
2009;20602;1;Jonas;1
2011;20101;2;Una;1
2011;20415;1;Philipp;1
2010;20801;2;Valentina;1
2012;20918;2;Elena;1
2010;20817;2;Annabell;1
2008;20635;1;Jakob;1
2010;20412;2;Tarja;1
2008;20412;1;Martin;1
2010;20627;2;Janina;1
2008;20435;2;Ronja;1
2014;20101;2;Hanna;4
2011;20305;1;Matthias;2
2014;20913;1;Emanuel;1
2009;20101;1;Anton;1
2008;20635;1;Yannick;1
2014;20101;1;Johannes;3
2013;20442;1;Theodor;1
2012;21005;2;Johanna;2
2014;20506;1;Florian;1
2008;20101;2;Alisha;1
2013;20702;1;Lukas;1
2009;20101;1;Benedikt;1
2011;20421;1;Sebastian;2
2009;20101;2;Hafsa;1
2008;20817;2;Helena;1
2013;20724;1;Gabriel-robert;1
2013;20607;2;Julia;1
2008;20806;1;Mathias;1
2013;20201;2;Leonie;5
2010;20201;1;Arian;1
2008;20101;2;Victoria;3
2011;20901;1;Tobias;1
2013;20701;1;Alexander;1
2012;20201;1;Daniel;3
2011;20321;1;Artemiy;1
2010;20201;1;Ali;2
2013;20727;2;Emelie;1
2012;20201;1;Teo;1
2009;21002;2;Annika;1
2008;20720;1;Alexander;2
2011;20101;2;Anna-carina;1
2010;20817;2;Alina;2
2009;20616;1;Lukas;3
2012;20817;2;Selina;1
2011;21002;1;Joel;1
2012;20101;1;Karim;1
2013;20101;2;Judith;1
2011;20817;1;Tobias;1
2013;20635;1;Matheo;1
2011;20635;2;Kelly;1
2013;21002;2;Lilli;1
2013;20923;2;Franziska;1
2008;20702;2;Magdalena;1
2011;21009;2;Lena;1
2009;20817;1;Adrian;1
2008;20725;2;;1
2013;20515;2;Laura;1
2008;20101;2;Mairin;1
2012;20720;2;Marie;1
2014;20802;1;Leon;1
2012;20101;1;Juri;1
2009;20727;2;Denise;1
2008;20803;2;Isabell;1
2011;20421;2;Diana;1
2013;20801;2;Sophie;1
2008;20622;2;Leonie;1
2004;20720;2;;21
2012;20201;2;Valentina;4
2013;20201;1;Dawud;1
2009;20817;1;Manuel;1
2009;20101;1;Keanu;1
2008;20711;1;Thomas;1
2010;20527;1;Ersad;1
2010;20101;1;Max;3
2014;20602;2;Marie;1
2009;20913;2;;2
2011;20813;2;Flora;1
2010;20607;1;Tim;1
2009;20726;1;Pascal;1
2012;20527;1;Angelo;1
2011;20432;2;Lisa;1
2013;20705;2;Emely;1
2010;20620;2;Victoria;1
2009;20505;2;Tara;1
2009;21007;1;Bastian;1
2011;20620;1;Johann;1
2010;20720;2;Leonie;1
2011;20815;1;Matthias;1
2012;20417;2;Emilia;1
2008;20402;1;Loris;1
2009;20721;2;Fabienne;1
2010;20636;1;Oliver;1
2011;20502;2;Selina;1
2006;20642;1;;5
2009;20101;1;Mathias;2
2012;20807;2;Annika;1
2012;20201;1;Alexander;7
2014;20803;1;Karim;1
2011;20719;2;Selma;1
2011;20409;2;Janina;1
2014;20813;2;Hanna;1
2010;20421;2;Lucy;1
2010;21002;2;Chiara;1
2008;20511;1;Luca;1
2013;20918;2;Rebekka;1
2009;20101;1;Berat;1
2012;20101;1;Ben;3
2010;20101;2;Lilly;6
2012;20635;1;Matteo;1
2010;20913;2;Alena;1
2010;20618;1;Luca;1
2010;20435;2;Paulina;1
2008;20505;1;Lorenz;1
2012;20307;1;Fabian;1
2014;20201;1;David;2
2010;20101;1;Kadir;1
2014;20635;2;Paulina;1
2009;20711;1;Philipp;1
2013;20918;1;Florian;1
2012;20527;2;Vivien;1
2008;20527;1;Robin;1
2014;20302;1;Julius;1
2009;20712;1;Pascal;1
2012;20702;1;Jonathan;1
2009;20321;1;Raphael;1
2009;20604;2;Anna;1
2014;20421;1;Dominik;1
2008;20808;2;Naomi;1
2008;20101;1;Leonid;1
2008;20801;1;Marko;1
2008;20801;1;Jason;1
2010;20643;1;Leon;1
2011;21009;1;Simon;1
2011;21005;1;Thomas;1
2008;20806;2;Sophia;1
2013;20201;2;Luna;1
2010;20803;1;Johannes;1
2003;20302;1;;9
2010;20511;1;Justin;1
2009;20101;2;Leana;1
2013;20101;2;Nina;2
2009;20534;2;Anja;1
2013;20911;2;Sophie;1
2014;20501;2;Lilly;1
2011;20912;2;Lorena;1
2010;20527;2;Lina;1
2012;20635;2;Selina;1
2008;21002;2;Jo;1
2008;20201;1;Simon;2
2010;20812;2;Mia;1
2014;20913;1;Maximilian;1
2010;20201;1;Elias;8
2011;21002;1;Christian;1
2011;20201;1;Levin;1
2011;20201;1;Baran;1
2010;20101;2;Ella;1
2008;20625;2;Ronja;1
2005;20320;2;;5
2013;20402;1;Phillip;1
2011;20527;2;Yagmur;1
2010;20909;2;Maria;1
2008;20703;1;Nico;1
2008;20414;2;Tabea;1
2014;20307;2;Elizabeth;1
2010;20923;2;Tanja;2
2014;20630;1;Paul;1
2009;20419;1;Maximilian;1
2014;20711;1;Rico;1
2012;20201;1;Abdullah;1
2008;20913;1;Pascal;1
2010;20702;1;Danny;1
2013;20711;2;Nikita;1
2010;20702;1;Leon;2
2013;20711;2;Alina;1
2010;20722;2;Celine;1
2009;20725;2;Jana;1
2011;20201;2;Vanessa;1
2011;20415;1;Peter;1
2010;20101;2;Maja;3
2014;20808;2;Laila;1
2013;20630;1;Tristan;1
2014;20511;1;Sebastian;1
2008;20101;2;Allegra;1
2013;20527;2;Magdalena;1
2006;20505;2;;22
2013;20425;2;Miley-gisele;1
2012;20201;2;Vera;1
2010;20513;2;Laura;1
2011;20909;2;Sophie;1
2012;20713;2;Mara;1
2014;20913;2;Ragad;1
2011;20918;1;Jakob;1
2011;21010;1;Jannik;1
2009;20909;2;Lena;2
2010;20635;2;Leonie;2
2011;20909;2;Selina;1
